Event_Name,Event_number,Type,Depth,FIX
Amplexograptus latus,Graptolite,1,-4.94065645841247e-322,0
Amplexograptus latus,Graptolite,2,0.800000000000004,0
Appendispinograptus longispinus hvalross,Graptolite,1,-1.53160350210786e-322,0
Appendispinograptus longispinus hvalross,Graptolite,2,0.8,0
Anticostia uniformis,Graptolite,1,0,0
Anticostia uniformis,Graptolite,2,0.8,0
Dicellograptus ornatus,Graptolite,1,0,0
Dicellograptus ornatus,Graptolite,2,0.800000000000002,0
Paraplegmatograptus connectus,Graptolite,1,0,0
Paraplegmatograptus connectus,Graptolite,2,0.8,0
Appendispinograptus hubeiensis,Graptolite,1,0.0256097560975609,0
Appendispinograptus hubeiensis,Graptolite,2,0.728619821912505,0
Appendispinograptus supernus,Graptolite,1,0.3,0
Appendispinograptus supernus,Graptolite,2,0.800000000000003,0
Rectograptus abbreviatus,Graptolite,1,-9.88131291682493e-322,0
Rectograptus abbreviatus,Graptolite,2,0.781481481481487,0
Yinograptus disjunctus,Graptolite,1,-2.12448227711736e-322,0
Yinograptus disjunctus,Graptolite,2,0.633333333333333,0
Climacograptus hastatus,Graptolite,1,0,0
Climacograptus hastatus,Graptolite,2,0.728619821912505,0
Rectograptus songtaoensis,Graptolite,1,0.3,0
Rectograptus songtaoensis,Graptolite,2,0.633333333333334,0
Paraorthograptus pacificus,Graptolite,1,0,0
Paraorthograptus pacificus,Graptolite,2,0.781481481481487,0
Appendispinograptus leptothecalis,Graptolite,1,0,0
Appendispinograptus leptothecalis,Graptolite,2,0.8,0
Paraorthograptus brevispinus,Graptolite,1,0.3,0
Paraorthograptus brevispinus,Graptolite,2,0.800000000000003,0
Tangyagraptus typicus,Graptolite,1,0,0
Tangyagraptus typicus,Graptolite,2,0.635738543531645,0
Diceratograptus mirus,Graptolite,1,0.412795199380565,0
Diceratograptus mirus,Graptolite,2,0.8,0
Normalograptus normalis,Graptolite,1,0.544192799070848,0
Normalograptus normalis,Graptolite,2,0.800000000000017,0
Dicellograptus turgidus,Graptolite,1,0,0
Dicellograptus turgidus,Graptolite,2,0.3,0
Dicellograptus mirabilis,Graptolite,1,0.3,0
Dicellograptus mirabilis,Graptolite,2,0.800000000000002,0
Paraorthograptus longispinus,Graptolite,1,0.324032133178475,0
Paraorthograptus longispinus,Graptolite,2,0.8,0
Normalograptus premedius,Graptolite,2,0.800000000000023,0
Normalograptus tortithecatus,Graptolite,2,0.800000000000015,0
Atavograptus atavus,Graptolite,2,0.800000000000015,0
Lagarograptus acinaces,Graptolite,2,0.800000000000015,0
Normalograptus minutus,Graptolite,2,0.800000000000015,0
Glyptograptus tamariscus linearis,Graptolite,2,0.800000000000015,0
Monoclimacis lunata,Graptolite,2,0.800000000000015,0
Normalograptus gracilis,Graptolite,2,0.800000000000015,0
Normalograptus rectangularis,Graptolite,2,0.800000000000017,0
Glyptograptus tamariscus linearis,Graptolite,1,0.800000000000015,0
Monoclimacis lunata,Graptolite,1,0.800000000000015,0
Atavograptus strachani,Graptolite,2,0.800000000000013,0
Atavograptus tenellus,Graptolite,2,0.800000000000013,0
Glyptograptus tangshanensis,Graptolite,2,0.800000000000013,0
Normalograptus lunata,Graptolite,2,0.800000000000013,0
Normalograptus minutus,Graptolite,1,0.800000000000013,0
Normalograptus angustus,Graptolite,2,0.800000000000013,0
Atavograptus strachani,Graptolite,1,0.800000000000012,0
Atavograptus tenellus,Graptolite,1,0.800000000000012,0
Glyptograptus tangshanensis,Graptolite,1,0.800000000000012,0
Lagarograptus acinaces,Graptolite,1,0.800000000000012,0
Normalograptus lunata,Graptolite,1,0.800000000000012,0
Korenograptus laciniosus,Graptolite,2,0.800000000000022,0
Parakidograptus acuminatus,Graptolite,2,0.800000000000011,0
Pseudoclimacograptus (Metaclimacograptus) robustus,Graptolite,2,0.800000000000012,0
Atavograptus atavus,Graptolite,1,0.80000000000001,0
Korenograptus lungmaensis,Graptolite,2,0.800000000000026,0
Akidograptus ascensus,Graptolite,2,0.800000000000011,0
Atavograptus gracilis,Graptolite,2,0.800000000000011,0
Cystograptus vesiculosus,Graptolite,2,0.80000000000002,0
Dimorphograptus malayensis,Graptolite,2,0.800000000000011,0
Orthograptus lingulatus,Graptolite,2,0.800000000000011,0
Metabolograptus bicaudatus,Graptolite,2,0.800000000000011,0
Paraclimacograptus innotatus,Graptolite,2,0.800000000000026,0
Orthograptus lingulatus,Graptolite,1,0.800000000000011,0
Metabolograptus avitus,Graptolite,2,0.800000000000015,0
Akidograptus ascensus,Graptolite,1,0.364309910956246,0
Atavograptus gracilis,Graptolite,1,0.80000000000001,0
